,county_id,proj_X,proj_Y,new_pct_dem,sex_ratio,pct_black,pct_hisp,pct_bach,median_income,pct_65_over,pct_age_18_29,gini,pct_manuf,ln_pop_den,pct_3rd_party,turn_out,pct_fb,pct_uninsured
2690,48295,-380246.36483824265,1478398.950307649,9.805389221556887,101.5,0.5,32.0,19.7,59091,17.1,16.215420835785757,0.4363,2.4,1.2939373620113068,1.2564671101256475,62.092703074804966,12.8,19.9
2691,48307,-317849.58046516986,908174.9978866952,14.43724219210371,118.3,1.1,32.3,17.3,47707,21.8,13.640312771503039,0.4423,7.2,2.0155644498281715,1.2223515715948707,58.25703628348593,5.9,20.6
2692,48319,-308194.5747949389,854328.3615739099,18.668300653594773,117.0,0.0,22.2,27.6,42276,24.4,11.180124223602483,0.5095,3.1,1.5033785247370404,1.0509296685529468,85.13420509291122,9.0,19.0
2693,48125,-440164.63244424365,1183174.3253019492,13.224821973550355,96.9,2.7,29.8,18.5,42540,23.8,10.485701316386749,0.5147,9.4,0.887901795779412,0.5060728744939347,58.84455032757594,5.1,18.6
2694,31025,-11776.140868976949,1988902.4106266086,31.881814510701307,102.0,0.3,3.3,27.7,71846,17.0,11.843325092707046,0.3954,8.2,3.824814565217944,2.787228474221404,78.26309590864867,1.3,6.2
2695,31139,-131223.47620094812,2141584.5886342977,12.176560121765599,99.1,0.2,1.5,23.2,64511,18.9,11.758118701007838,0.4137,13.3,2.5209954548967684,1.5976035946080882,75.17357853255771,1.2,4.6
2696,31165,-633130.1640130362,2191217.4164892635,10.084033613445378,92.9,0.4,3.4,30.6,48269,22.1,14.43806398687449,0.3977,3.8,-0.5273814134430255,2.0576131687242816,76.25523012552301,2.3,8.0
2697,31021,-27082.755591500165,2094345.6722299848,29.179247872632452,95.3,0.5,3.1,21.3,54203,23.7,10.737327188940093,0.4596,10.2,2.5729218483450973,2.3586169927633294,74.87457355007024,1.5,10.1
2698,31039,-64846.0531510216,2101821.487298077,19.87662782727896,100.5,0.1,10.1,23.8,56768,21.7,11.952636282394993,0.405,13.9,2.7455665980737964,1.6625477420804224,68.65648619466297,5.4,7.5
2699,31051,-70923.09750803503,2166396.8121681344,21.801741460147362,103.5,0.4,13.7,21.2,56905,20.0,12.642070292009091,0.4117,19.3,2.468961633612896,3.146286084982153,76.65340626553953,6.9,5.9
2700,31057,-479847.78715010727,1921110.7373588148,10.627530364372472,104.4,0.2,11.8,23.3,41716,21.5,12.336644014636695,0.4011,2.5,0.7292296355523736,1.1011011011011096,74.49664429530202,6.6,15.2
2701,31075,-472552.2329750885,2115730.380845713,5.063291139240507,115.5,0.8,1.2,26.8,46500,21.1,14.542936288088644,0.4428,2.9,-0.08224993587994227,1.741293532338306,73.0909090909091,0.4,11.4
2702,31077,-208689.2036878684,2065290.2997544126,18.393574297188753,96.9,0.4,2.1,16.3,47869,25.3,10.831234256926956,0.4146,4.0,1.4277509103743815,1.0333863275039712,69.57964601769912,1.3,6.1
2703,31079,-209141.76190142945,1987477.836465585,32.178466694595734,101.7,2.8,27.7,21.5,57104,14.6,14.71149922467967,0.4378,19.4,4.709288895782417,2.067777139574956,61.5738284703802,13.9,11.9
2704,31085,-424996.5377997404,1957068.1116299138,6.4393939393939394,108.2,0.0,8.3,18.3,51726,18.6,10.078387458006716,0.4726,2.5,0.22316081242905111,1.1235955056179692,78.87740029542097,6.0,8.3
2705,31131,-11319.867447644932,1959677.4261446637,30.59343899741983,96.1,0.4,8.1,23.4,59167,19.1,12.966330177440591,0.4338,12.3,3.2495144884366027,2.1166566446181645,71.45312365729998,3.9,6.4
2706,31145,-377808.34327082976,1915602.737545111,15.198650674662671,98.6,0.6,5.3,19.1,48808,20.0,14.264487369985142,0.4352,7.8,2.7081642008668547,2.127659574468088,66.14096809414049,1.3,8.2
